Տարածաշրջան,Շինության տիպ,Սենյակներ,Մակերես,Հարկ,Վերանորոգում,Գինը
"Երևան, Մալաթիա Սեբաստիա",Քարե,1,44 ,3,Նորմալ վիճակ,$63000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",2,61 ,6,Կապիտալ,$163000
"Երևան, Շենգավիթ",Պանելային,3,37 ,4,Կապիտալ,$60000
"Երևան, Նոր Նորք",Պանելային,2,60 ,4,Կապիտալ,$87000
"Երևան, Շենգավիթ",Քարե,3,45 ,3,Կապիտալ,$72000
"Երևան, Նոր Նորք",Պանելային,1,50 ,1,Նորմալ վիճակ,$65000
"Երևան, Նոր Նորք",Պանելային,1,41 ,1,Նորմալ վիճակ,$59000
"Երևան, Կենտրոն",Պանելային,1,60 ,10,Նորմալ վիճակ,$110000
"Երևան, Նոր Նորք",Քարե,4,86 ,5,Կոսմետիկ,$99000
"Երևան, Նոր Նորք",Քարե,1,33 ,3,Կապիտալ,$55000
"Երևան, Արաբկիր",Քարե,1,30 ,4,Դիզայներական,$91000
"Երևան, Արաբկիր",Քարե,1,41 ,4,Կապիտալ,$89000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,1,48 ,3,Պետական վիճակ,$56000
"Երևան, Նոր Նորք",Պանելային,4,93 ,3,Կապիտալ,$106000
"Երևան, Կենտրոն",Քարե,1,29 ,1,Նորմալ վիճակ,$65000
"Երևան, Ավան",Պանելային,2,48 ,9,Կապիտալ,$66000
"Երևան, Նոր Նորք",Քարե,1,36 ,5,Նորմալ վիճակ,$56000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,75 ,5,Պետական վիճակ,$138000
"Երևան, Կենտրոն",Պանելային,3,100 ,6,Նորմալ վիճակ,$300000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,124 ,6,Դիզայներական,$375000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",2,60 ,4,Դիզայներական,$175000
"Երևան, Նոր Նորք",Պանելային,"2, Դուպլեքս",51 ,3,Նորմալ վիճակ,$69000
"Երևան, Արաբկիր",Պանելային,4,129 ,9,Կապիտալ,$182000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",2,69 ,3,Կապիտալ,$180000
"Երևան, Նոր Նորք",Քարե,2,38 ,1,Կապիտալ,$53000
"Կոտայք, Եղվարդ",Քարե,2,50 ,5,Կոսմետիկ,$46000
"Երևան, Դավթաշեն","Մոնոլիտ, Նորակառույց",2,53 ,2,Զրոյական վիճակ,$68000
"Երևան, Կենտրոն",Քարե,2,57 ,2,Պետական վիճակ,$63000
"Երևան, Նոր Նորք",Պանելային,2,51 ,1,Կապիտալ,$79000
"Երևան, Նոր Նորք",Կասետային,2,51 ,2,Նորմալ վիճակ,$76000
"Երևան, Արաբկիր",Քարե,3,83 ,2,Նորմալ վիճակ,$178000
"Երևան, Դավթաշեն","Մոնոլիտ, Նորակառույց",2,57 ,12,Պետական վիճակ,$95000
"Երևան, Կենտրոն",Քարե,6,162 ,3,Դիզայներական,$760000
"Երևան, Մալաթիա Սեբաստիա",Քարե,3,40 ,4,Կապիտալ,$45000
"Երևան, Դավթաշեն","Մոնոլիտ, Նորակառույց",3,67 ,11,Կապիտալ,$210000
"Երևան, Շենգավիթ",Քարե,3,62 ,1,Կապիտալ,$87000
"Երևան, Քանաքեռ Զեյթուն",Քարե,2,51 ,1,Նորմալ վիճակ,$95000
"Երևան, Նոր Նորք",Մոնոլիտ,1,41 ,12,Կապիտալ,$55000
"Երևան, Կենտրոն",Քարե,2,71 ,3,Կապիտալ,$1031
"Երևան, Էրեբունի",Քարե,3,72 ,3,Կապիտալ,$90000
"Երևան, Կենտրոն",Քարե,2,70 ,3,Պետական վիճակ,$205000
"Երևան, Կենտրոն",Պանելային,2,54 ,9,Կապիտալ,$214000
"Երևան, Կենտրոն",Պանելային,4,73 ,4,Նորմալ վիճակ,$260000
"Երևան, Դավթաշեն",Պանելային,4,105 ,12,Պետական վիճակ,$127000
"Երևան, Մալաթիա Սեբաստիա",Քարե,3,77 ,4,Զրոյական վիճակ,$76000
"Երևան, Դավթաշեն",Պանելային,4,105 ,12,Նորմալ վիճակ,$127000
"Երևան, Արաբկիր",Պանելային,4,98 ,4,Նորմալ վիճակ,$184000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,3,50 ,1,Նորմալ վիճակ,$65000
"Երևան, Նոր Նորք",Քարե,3,78 ,1,Նորմալ վիճակ,$78000
"Երևան, Նոր Նորք",Պանելային,1,37 ,2,Նորմալ վիճակ,$65000
"Երևան, Շենգավիթ",Պանելային,2,50 ,1,Նորմալ վիճակ,$64000
"Երևան, Կենտրոն",Քարե,"4, Դուպլեքս",130 ,4,Դիզայներական,$400000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",3,95 ,4,Դիզայներական,$315000
"Երևան, Նոր Նորք",Մոնոլիտ,3,64 ,4,Կոսմետիկ,$83000
"Երևան, Նոր Նորք",Մոնոլիտ,1,41 ,12,Կոսմետիկ,$60000
"Երևան, Շենգավիթ",Քարե,4,75 ,3,Նորմալ վիճակ,$82000
"Երևան, Աջափնյակ","Պանելային, Նորակառույց",2,42 ,7,Նորմալ վիճակ,$80000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,75 ,14,Կապիտալ,$165000
"Երևան, Արաբկիր",Քարե,3,86 ,5,Դիզայներական,$190000
"Երևան, Կենտրոն",Պանելային,2,63 ,4,Պետական վիճակ,$175000
"Երևան, Արաբկիր",Պանելային,3,70 ,1,Նորմալ վիճակ,$150
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,75 ,5,Զրոյական վիճակ,$133000
"Երևան, Քանաքեռ Զեյթուն",Քարե,4,74 ,1,Կապիտալ,$112000
"Երևան, Նոր Նորք",Մոնոլիտ,2,36 ,4,Կոսմետիկ,$48000
"Երևան, Արաբկիր",Մոնոլիտ,3,97 ,3,Նորմալ վիճակ,$160000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,3,86 ,5,Զրոյական վիճակ,$122500
"Երևան, Արաբկիր",Մոնոլիտ,2,52 ,9,Դիզայներական,$150000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",2,75 ,1,Դիզայներական,$250000
"Երևան, Արաբկիր",Քարե,2,72 ,4,Դիզայներական,$170000
"Երևան, Մալաթիա Սեբաստիա","Մոնոլիտ, Նորակառույց",3,100 ,15,Կապիտալ,$173000
"Երևան, Արաբկիր",Քարե,3,70 ,3,Կոսմետիկ,$120000
"Երևան, Էրեբունի",Պանելային,3,73 ,9,Կապիտալ,$110000
"Երևան, Արաբկիր",Քարե,3,90 ,2,Կապիտալ,$230000
"Երևան, Արաբկիր",Քարե,3,70 ,6,Դիզայներական,$165000
"Երևան, Արաբկիր",Քարե,3,81 ,3,Պետական վիճակ,$180000
"Երևան, Քանաքեռ Զեյթուն","Մոնոլիտ, Նորակառույց",4,165 ,18,Դիզայներական,$450000
"Երևան, Աջափնյակ","Մոնոլիտ, Նորակառույց",3,71 ,8,Դիզայներական,$125000
"Երևան, Արաբկիր",Մոնոլիտ,3,78 ,3,Նորմալ վիճակ,$137000
"Երևան, Կենտրոն",Քարե,3,79 ,4,Կապիտալ,$420000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,59 ,3,Դիզայներական,$190000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,3,78 ,4,Կոսմետիկ,$95000
"Երևան, Արաբկիր",Քարե,3,94 ,7,Նորմալ վիճակ,$190000
"Երևան, Արաբկիր",Քարե,3,66 ,5,Կապիտալ,$138000
"Կոտայք, Աբովյան",Քարե,3,78 ,1,Կապիտալ,$78000
"Երևան, Դավթաշեն",Պանելային,4,84 ,9,Նորմալ վիճակ,$107000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",4,102 ,3,Զրոյական վիճակ,$170000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,3,78 ,3,Կոսմետիկ,$135000
"Երևան, Էրեբունի",Պանելային,3,91 ,9,Նորմալ վիճակ,$148000
"Երևան, Շենգավիթ",Քարե,3,63 ,1,Դիզայներական,$90000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",2,65 ,2,Զրոյական վիճակ,$165000
"Երևան, Արաբկիր",Քարե,2,56 ,3,Նորմալ վիճակ,$116000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",2,61 ,9,Դիզայներական,$180000
"Երևան, Արաբկիր",Քարե,2,54 ,2,Դիզայներական,$160000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",3,87 ,3,Կապիտալ,$395000
"Երևան, Դավթաշեն",Պանելային,1,54 ,4,Պետական վիճակ,$76000
"Երևան, Արաբկիր",Քարե,1,41 ,2,Կապիտալ,$95000
"Երևան, Նոր Նորք",Քարե,3,81 ,4,Պետական վիճակ,$90000
"Երևան, Կենտրոն",Քարե,3,94 ,5,Դիզայներական,$320000
"Երևան, Արաբկիր",Քարե,3,78 ,3,Կապիտալ,$114000
"Երևան, Քանաքեռ Զեյթուն","Մոնոլիտ, Նորակառույց",3,80 ,6,Կապիտալ,$132000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,3,70 ,1,Կապիտալ,$78000
"Երևան, Նոր Նորք",Պանելային,3,76 ,3,Կապիտալ,$115000
"Երևան, Շենգավիթ",Պանելային,3,98 ,1,Նորմալ վիճակ,$85000
"Երևան, Արաբկիր",Այլ,2,64 ,2,Կապիտալ,$110000
"Երևան, Արաբկիր",Պանելային,3,84 ,3,Կապիտալ,$149000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,3,73 ,1,Կապիտալ,$132000
"Երևան, Դավթաշեն",Պանելային,4,95 ,3,Կապիտալ,$155000
"Երևան, Արաբկիր",Քարե,2,57 ,3,Դիզայներական,$110000
"Երևան, Նոր Նորք",Պանելային,2,71 ,2,Պետական վիճակ,$75000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",3,121 ,4,Դիզայներական,$340000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",4,120 ,2,Կապիտալ,$275000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",3,100 ,4,Զրոյական վիճակ,$280000
"Երևան, Կենտրոն",Պանելային,2,61 ,7,Նորմալ վիճակ,$170500
"Երևան, Դավթաշեն",Պանելային,4,107 ,8,Կապիտալ,$155000
"Երևան, Արաբկիր",Պանելային,3,94 ,7,Նորմալ վիճակ,$190000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,2,37 ,2,Կապիտալ,$95000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",2,61 ,7,Կապիտալ,$146000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,3,78 ,3,Պետական վիճակ,$135000
"Երևան, Դավթաշեն","Մոնոլիտ, Նորակառույց",2,46 ,4,Զրոյական վիճակ,$78000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,4,90 ,5,Կապիտալ,$105000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",2,52 ,4,Կապիտալ,$130000
"Երևան, Արաբկիր",Պանելային,2,61 ,5,Պետական վիճակ,$114000
"Երևան, Էրեբունի",Քարե,1,36 ,3,Կապիտալ,$67000
"Երևան, Արաբկիր",Քարե,2,72 ,4,Նորմալ վիճակ,$115000
"Երևան, Դավթաշեն","Մոնոլիտ, Նորակառույց",3,110 ,14,Դիզայներական,$215000
"Երևան, Կենտրոն",Քարե,2,61 ,5,Դիզայներական,$159000
"Երևան, Քանաքեռ Զեյթուն",Քարե,4,78 ,2,Դիզայներական,$160000
"Երևան, Շենգավիթ",Քարե,1,32 ,4,Կապիտալ,$56000
"Երևան, Ավան",Քարե,4,103 ,1,Կապիտալ,$100000
"Երևան, Կենտրոն",Քարե,3,90 ,3,Կապիտալ,$285000
"Երևան, Արաբկիր",Քարե,1,37 ,4,Պետական վիճակ,$73000
"Երևան, Նոր Նորք","Մոնոլիտ, Նորակառույց",2,56 ,4,Զրոյական վիճակ,$88000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",3,134 ,7,Դիզայներական,$340000
"Երևան, Նոր Նորք",Պանելային,3,110 ,9,Կապիտալ,$87000
"Երևան, Քանաքեռ Զեյթուն","Մոնոլիտ, Նորակառույց",2,56 ,3,Կապիտալ,$120000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,116 ,7,Դիզայներական,$415000
"Երևան, Արաբկիր",Քարե,2,70 ,4,Կապիտալ,$125000
"Երևան, Նոր Նորք",Պանելային,3,76 ,8,Կապիտալ,$112000
"Երևան, Արաբկիր",Պանելային,3,64 ,5,Դիզայներական,$159000
"Երևան, Արաբկիր",Պանելային,2,66 ,6,Նորմալ վիճակ,$105000
"Երևան, Դավթաշեն",Պանելային,4,87 ,8,Կոսմետիկ,$105000
"Երևան, Շենգավիթ",Պանելային,1,41 ,9,Նորմալ վիճակ,$63000
"Երևան, Արաբկիր",Քարե,3,90 ,2,Դիզայներական,$230000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",3,93 ,15,Կապիտալ,$450000
"Երևան, Աջափնյակ",Քարե,2,60 ,4,Կապիտալ,$73000
"Երևան, Արաբկիր",Այլ,2,55 ,8,Նորմալ վիճակ,$92000
"Երևան, Նոր Նորք",Քարե,3,66 ,3,Զրոյական վիճակ,$72000
"Երևան, Արաբկիր",Քարե,4,101 ,2,Կապիտալ,$200000
"Երևան, Նոր Նորք",Պանելային,3,71 ,2,Պետական վիճակ,$75000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,3,78 ,6,Կապիտալ,$128000
"Երևան, Աջափնյակ",Քարե,4,90 ,1,Կոսմետիկ,$120000
"Երևան, Նոր Նորք",Պանելային,3,72 ,7,Դիզայներական,$85000
"Երևան, Աջափնյակ",Պանելային,3,79 ,1,Նորմալ վիճակ,$79000
"Երևան, Նոր Նորք",Պանելային,3,65 ,3,Դիզայներական,$105000
"Երևան, Մալաթիա Սեբաստիա","Մոնոլիտ, Նորակառույց",1,47 ,4,Կապիտալ,$71000
"Երևան, Նոր Նորք",Պանելային,3,78 ,2,Նորմալ վիճակ,$125000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",2,43 ,6,Կապիտալ,$112000
"Երևան, Նոր Նորք",Քարե,3,68 ,3,Կապիտալ,$105000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",2,53 ,7,Կապիտալ,$218000
"Երևան, Արաբկիր",Պանելային,2,63 ,4,Նորմալ վիճակ,$122500
"Երևան, Նոր Նորք",Պանելային,2,40 ,4,Կապիտալ,$70000
"Երևան, Արաբկիր",Քարե,3,76 ,2,Նորմալ վիճակ,$153000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",2,57 ,6,Կապիտալ,$175000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",5,155 ,13,Զրոյական վիճակ,$341000
"Երևան, Կենտրոն",Քարե,3,110 ,3,Կապիտալ,պայմ.
"Երևան, Արաբկիր",Պանելային,3,90 ,10,Կապիտալ,$160000
"Երևան, Արաբկիր",Քարե,2,44 ,3,Կապիտալ,$105000
"Երևան, Դավթաշեն",Պանելային,3,96 ,9,Կապիտալ,$136500
"Երևան, Արաբկիր",Քարե,2,64 ,2,Կապիտալ,$113000
"Երևան, Շենգավիթ","Մոնոլիտ, Նորակառույց",2,59 ,7,Զրոյական վիճակ,$85000
"Երևան, Էրեբունի",Պանելային,2,50 ,9,Կոսմետիկ,$75000
"Երևան, Կենտրոն",Քարե,2,30 ,2,Դիզայներական,$115000
"Երևան, Կենտրոն",Պանելային,3,87 ,8,Դիզայներական,$298000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",3,134 ,18,Կապիտալ,$439000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",3,113 ,4,Կապիտալ,$390000
"Երևան, Նոր Նորք",Մոնոլիտ,2,51 ,4,Նորմալ վիճակ,$66000
"Արարատ, Մասիս",Քարե,3,74 ,1,Կոսմետիկ,$70000
"Երևան, Դավթաշեն",Պանելային,3,97 ,4,Կապիտալ,$153000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",4,150 ,10,Զրոյական վիճակ,$750000
"Երևան, Կենտրոն",Քարե,3,138 ,2,Նորմալ վիճակ,$240000
"Երևան, Աջափնյակ",Պանելային,2,70 ,8,Պետական վիճակ,$82000
"Երևան, Կենտրոն",Մոնոլիտ,3,78 ,2,Զրոյական վիճակ,$179400
"Երևան, Արաբկիր",Քարե,2,62 ,4,Պետական վիճակ,$109000
"Երևան, Նոր Նորք",Մոնոլիտ,2,71 ,5,Նորմալ վիճակ,$88000
"Երևան, Արաբկիր",Քարե,2,44 ,5,Դիզայներական,$86000
"Երևան, Արաբկիր",Քարե,3,110 ,3,Կոսմետիկ,$178000
"Երևան, Դավթաշեն","Մոնոլիտ, Նորակառույց",2,52 ,10,Կապիտալ,$128000
"Երևան, Նոր Նորք",Պանելային,1,37 ,2,Նորմալ վիճակ,$56000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,3,81 ,7,Կոսմետիկ,$93000
"Երևան, Արաբկիր",Քարե,3,70 ,4,Կապիտալ,$135500
"Երևան, Կենտրոն",Քարե,3,77 ,1,Պետական վիճակ,$120000
"Երևան, Արաբկիր",Քարե,2,56 ,3,Կապիտալ,$116000
"Երևան, Արաբկիր",Քարե,3,70 ,2,Կապիտալ,$150000
"Երևան, Նոր Նորք",Քարե,2,58 ,4,Կապիտալ,$118000
"Երևան, Քանաքեռ Զեյթուն",Քարե,1,46 ,4,Պետական վիճակ,$64000
"Երևան, Կենտրոն",Քարե,4,92 ,5,Կոսմետիկ,$265000
"Երևան, Արաբկիր",Պանելային,2,74 ,7,Կոսմետիկ,$71000
"Երևան, Կենտրոն",Քարե,3,71 ,5,Կոսմետիկ,$175000
"Կոտայք, Զովունի գյուղ","Մոնոլիտ, Նորակառույց",2,53 ,3,Զրոյական վիճակ,$67000
"Երևան, Նոր Նորք",Պանելային,3,74 ,1,Նորմալ վիճակ,$73000
"Երևան, Դավթաշեն",Պանելային,2,80 ,1,Կապիտալ,$102000
"Երևան, Արաբկիր",Քարե,2,56 ,3,Կապիտալ,$115000
"Երևան, Արաբկիր",Պանելային,2,71 ,7,Դիզայներական,$135000
"Երևան, Կենտրոն",Մոնոլիտ,3,104 ,15,Կապիտալ,$200000
"Երևան, Արաբկիր",Պանելային,2,47 ,4,Դիզայներական,$117000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,71 ,13,Կապիտալ,$175000
